Region,StationCode,SpeciesID,Density,Month,Year,Season,Survey,Biomass,Grazing
Confluence,D4L,Corbicula fluminea,2658.65384615385,10,2008,Fall,EMP,20.81,1.66
Suisun Bay,D6R,Potamocorbula amurensis,1028.84615384615,5,2008,Spring,EMP,3.26,1.22
Suisun Bay,D6R,Potamocorbula amurensis,29293.2692307692,10,2008,Fall,EMP,15.32,4.42
Suisun Bay,D6R,Corbicula fluminea,0,5,2008,Spring,EMP,0,0
Suisun Bay,D6R,Corbicula fluminea,0,10,2008,Fall,EMP,0,0
Suisun Bay,D7C,Potamocorbula amurensis,9259.61538461538,5,2008,Spring,EMP,1.15,0.39
Suisun Bay,D7C,Potamocorbula amurensis,14269.2307692308,10,2008,Fall,EMP,24.9,6.6
Suisun Bay,D7C,Corbicula fluminea,0,5,2008,Spring,EMP,0,0
Suisun Bay,D7C,Corbicula fluminea,0,10,2008,Fall,EMP,0,0
SouthCentral,C9L,Potamocorbula amurensis,0,5,2008,Spring,EMP,0,0
SouthCentral,C9L,Potamocorbula amurensis,0,10,2008,Fall,EMP,0,0
SouthCentral,C9L,Corbicula fluminea,1009.61538461538,5,2008,Spring,EMP,40.67,2.96
SouthCentral,C9L,Corbicula fluminea,163.461538461538,10,2008,Fall,EMP,5.13,0.52
SouthCentral,D16L,Potamocorbula amurensis,0,5,2008,Spring,EMP,0,0
SouthCentral,D16L,Potamocorbula amurensis,0,10,2008,Fall,EMP,0,0
SouthCentral,D16L,Corbicula fluminea,9.61538461538461,5,2008,Spring,EMP,0.02,0
SouthCentral,D16L,Corbicula fluminea,38.4615384615385,10,2008,Fall,EMP,0.05,0.01
SouthCentral,D28AL,Potamocorbula amurensis,0,5,2008,Spring,EMP,0,0
SouthCentral,D28AL,Potamocorbula amurensis,0,10,2008,Fall,EMP,0,0
SouthCentral,D28AL,Corbicula fluminea,783.653846153846,5,2008,Spring,EMP,10.03,0.77
SouthCentral,D28AL,Corbicula fluminea,1115.38461538462,10,2008,Fall,EMP,4.59,0.45
SouthCentral,P8R,Potamocorbula amurensis,0,5,2008,Spring,EMP,0,0
SouthCentral,P8R,Potamocorbula amurensis,0,10,2008,Fall,EMP,0,0
SouthCentral,P8R,Corbicula fluminea,326.923076923077,5,2008,Spring,EMP,0.92,0.07
SouthCentral,P8R,Corbicula fluminea,177.884615384615,10,2008,Fall,EMP,1.41,0.16
Confluence,D24L,Potamocorbula amurensis,0,5,2009,Spring,EMP,0,0
Confluence,D24L,Potamocorbula amurensis,0,10,2009,Fall,EMP,0,0
Confluence,D24L,Corbicula fluminea,1091.34615384615,5,2009,Spring,EMP,53.86,4.26
Confluence,D24L,Corbicula fluminea,1009.61538461538,10,2009,Fall,EMP,17.03,0.71
Confluence,D4L,Potamocorbula amurensis,168.269230769231,5,2009,Spring,EMP,0.4,0.09
Confluence,D4L,Potamocorbula amurensis,274.038461538462,10,2009,Fall,EMP,0.02,0
Confluence,D4L,Corbicula fluminea,682.692307692308,5,2009,Spring,EMP,27.71,2.07
Confluence,D4L,Corbicula fluminea,192.307692307692,10,2009,Fall,EMP,6.24,0.42
Suisun Bay,D6R,Potamocorbula amurensis,4168.26923076923,5,2009,Spring,EMP,16.76,5.72
Suisun Bay,D6R,Potamocorbula amurensis,19798.0769230769,10,2009,Fall,EMP,8.36,2.66
Suisun Bay,D6R,Corbicula fluminea,0,5,2009,Spring,EMP,0,0
Suisun Bay,D6R,Corbicula fluminea,0,10,2009,Fall,EMP,0,0
Suisun Bay,D7C,Potamocorbula amurensis,725.961538461538,5,2009,Spring,EMP,0.37,0.14
Suisun Bay,D7C,Potamocorbula amurensis,14471.1538461538,10,2009,Fall,EMP,6.11,1.87
Suisun Bay,D7C,Corbicula fluminea,0,5,2009,Spring,EMP,0,0
Suisun Bay,D7C,Corbicula fluminea,0,10,2009,Fall,EMP,0,0
SouthCentral,C9L,Potamocorbula amurensis,0,5,2009,Spring,EMP,0,0
SouthCentral,C9L,Potamocorbula amurensis,0,10,2009,Fall,EMP,0,0
SouthCentral,C9L,Corbicula fluminea,76.9230769230769,5,2009,Spring,EMP,3.61,0.33
SouthCentral,C9L,Corbicula fluminea,187.5,10,2009,Fall,EMP,10.62,0.77
SouthCentral,D16L,Potamocorbula amurensis,0,5,2009,Spring,EMP,0,0
SouthCentral,D16L,Potamocorbula amurensis,0,10,2009,Fall,EMP,0,0
SouthCentral,D16L,Corbicula fluminea,28.8461538461538,5,2009,Spring,EMP,2.49,0.2
SouthCentral,D16L,Corbicula fluminea,1552.88461538462,10,2009,Fall,EMP,2.18,0.17
SouthCentral,D28AL,Potamocorbula amurensis,0,5,2009,Spring,EMP,0,0
SouthCentral,D28AL,Potamocorbula amurensis,0,10,2009,Fall,EMP,0,0
SouthCentral,D28AL,Corbicula fluminea,490.384615384615,5,2009,Spring,EMP,3.53,0.31
SouthCentral,D28AL,Corbicula fluminea,1322.11538461538,10,2009,Fall,EMP,8.07,0.55
SouthCentral,P8R,Potamocorbula amurensis,0,5,2009,Spring,EMP,0,0
SouthCentral,P8R,Potamocorbula amurensis,0,10,2009,Fall,EMP,0,0
SouthCentral,P8R,Corbicula fluminea,788.461538461538,5,2009,Spring,EMP,0.43,0.04
SouthCentral,P8R,Corbicula fluminea,269.230769230769,10,2009,Fall,EMP,17.59,1.35
SouthCentral,C9L,Potamocorbula amurensis,0,5,2010,Spring,EMP,0,0
SouthCentral,C9L,Potamocorbula amurensis,0,10,2010,Fall,EMP,0,0
SouthCentral,C9L,Corbicula fluminea,153.846153846154,5,2010,Spring,EMP,10.91,0.22
SouthCentral,C9L,Corbicula fluminea,312.5,10,2010,Fall,EMP,10.88,0.12
SouthCentral,D16L,Potamocorbula amurensis,0,5,2010,Spring,EMP,0,0
SouthCentral,D16L,Potamocorbula amurensis,0,10,2010,Fall,EMP,0,0
SouthCentral,D16L,Corbicula fluminea,365.384615384615,5,2010,Spring,EMP,3.53,0.22
SouthCentral,D16L,Corbicula fluminea,81.7307692307692,10,2010,Fall,EMP,0.33,0.03
Confluence,D24L,Potamocorbula amurensis,0,5,2010,Spring,EMP,0,0
Confluence,D24L,Potamocorbula amurensis,0,10,2010,Fall,EMP,0,0
Confluence,D24L,Corbicula fluminea,1158.65384615385,5,2010,Spring,EMP,43.28,2.15
Confluence,D24L,Corbicula fluminea,1288.46153846154,10,2010,Fall,EMP,22.16,1.07
SouthCentral,D28AL,Potamocorbula amurensis,0,5,2010,Spring,EMP,0,0
SouthCentral,D28AL,Potamocorbula amurensis,0,10,2010,Fall,EMP,0,0
SouthCentral,D28AL,Corbicula fluminea,1293.26923076923,5,2010,Spring,EMP,9.53,0.59
SouthCentral,D28AL,Corbicula fluminea,211.538461538462,10,2010,Fall,EMP,0.25,0.02
Confluence,D4L,Potamocorbula amurensis,274.038461538462,5,2010,Spring,EMP,0.81,0
Confluence,D4L,Potamocorbula amurensis,639.423076923077,10,2010,Fall,EMP,0.41,0
Confluence,D4L,Corbicula fluminea,966.346153846154,5,2010,Spring,EMP,15.4,0.89
Confluence,D4L,Corbicula fluminea,245.192307692308,10,2010,Fall,EMP,5.25,0.45
SouthCentral,P8R,Potamocorbula amurensis,0,5,2010,Spring,EMP,0,0
SouthCentral,P8R,Potamocorbula amurensis,0,10,2010,Fall,EMP,0,0
SouthCentral,P8R,Corbicula fluminea,245.192307692308,5,2010,Spring,EMP,0.03,0
SouthCentral,P8R,Corbicula fluminea,149.038461538462,10,2010,Fall,EMP,0.03,0
Suisun Bay,D6R,Potamocorbula amurensis,5298.07692307692,5,2010,Spring,EMP,24.99,8.35
Suisun Bay,D6R,Potamocorbula amurensis,12298.0769230769,10,2010,Fall,EMP,19.17,5.99
Suisun Bay,D6R,Corbicula fluminea,0,5,2010,Spring,EMP,0,0
Suisun Bay,D6R,Corbicula fluminea,0,10,2010,Fall,EMP,0,0
Suisun Bay,D7C,Potamocorbula amurensis,6620.19230769231,5,2010,Spring,EMP,1.24,0.43
Suisun Bay,D7C,Potamocorbula amurensis,6274.03846153846,10,2010,Fall,EMP,15.4,4.81
Suisun Bay,D7C,Corbicula fluminea,0,5,2010,Spring,EMP,0,0
Suisun Bay,D7C,Corbicula fluminea,0,10,2010,Fall,EMP,0,0
Confluence,D4L,Potamocorbula amurensis,264.423076923077,5,2011,Spring,EMP,0.23,0.02
Confluence,D4L,Potamocorbula amurensis,0,10,2011,Fall,EMP,0,0.02
Confluence,D4L,Corbicula fluminea,1240.38461538462,5,2011,Spring,EMP,20.02,1.19
Confluence,D4L,Corbicula fluminea,355.769230769231,10,2011,Fall,EMP,6.22,0.48
Suisun Bay,D6R,Potamocorbula amurensis,2769.23076923077,5,2011,Spring,EMP,5.2,1.87
Suisun Bay,D6R,Potamocorbula amurensis,4120.19230769231,10,2011,Fall,EMP,13.58,4.69
Suisun Bay,D6R,Corbicula fluminea,0,5,2011,Spring,EMP,0,0
Suisun Bay,D6R,Corbicula fluminea,0,10,2011,Fall,EMP,0,0
Suisun Bay,D7C,Potamocorbula amurensis,317.307692307692,5,2011,Spring,EMP,0.38,0.15
Suisun Bay,D7C,Potamocorbula amurensis,5725.96153846154,10,2011,Fall,EMP,5,1.72
Suisun Bay,D7C,Corbicula fluminea,0,5,2011,Spring,EMP,0,0
Suisun Bay,D7C,Corbicula fluminea,9.61538461538461,10,2011,Fall,EMP,NA,NA
SouthCentral,C9L,Potamocorbula amurensis,0,5,2011,Spring,EMP,0,0
SouthCentral,C9L,Potamocorbula amurensis,0,10,2011,Fall,EMP,0,0
SouthCentral,C9L,Corbicula fluminea,259.615384615385,5,2011,Spring,EMP,5.79,0.46
SouthCentral,C9L,Corbicula fluminea,278.846153846154,10,2011,Fall,EMP,12.64,0.79
SouthCentral,D16L,Potamocorbula amurensis,0,5,2011,Spring,EMP,0,0
SouthCentral,D16L,Potamocorbula amurensis,0,10,2011,Fall,EMP,0,0
SouthCentral,D16L,Corbicula fluminea,567.307692307692,5,2011,Spring,EMP,3.62,0.25
SouthCentral,D16L,Corbicula fluminea,966.346153846154,10,2011,Fall,EMP,2.47,0.2
Confluence,D24L,Potamocorbula amurensis,0,5,2011,Spring,EMP,0,0
Confluence,D24L,Potamocorbula amurensis,0,10,2011,Fall,EMP,0,0
Confluence,D24L,Corbicula fluminea,1884.61538461538,5,2011,Spring,EMP,93.81,5.08
Confluence,D24L,Corbicula fluminea,2187.5,10,2011,Fall,EMP,80.62,3.9
SouthCentral,D28AL,Potamocorbula amurensis,0,5,2011,Spring,EMP,0,0
SouthCentral,D28AL,Potamocorbula amurensis,0,10,2011,Fall,EMP,0,0
SouthCentral,D28AL,Corbicula fluminea,644.230769230769,5,2011,Spring,EMP,3.95,0.27
SouthCentral,D28AL,Corbicula fluminea,1865.38461538462,10,2011,Fall,EMP,13.15,1.09
SouthCentral,P8R,Potamocorbula amurensis,0,5,2011,Spring,EMP,0,0
SouthCentral,P8R,Potamocorbula amurensis,0,10,2011,Fall,EMP,0,0
SouthCentral,P8R,Corbicula fluminea,514.423076923077,5,2011,Spring,EMP,0.04,0
SouthCentral,P8R,Corbicula fluminea,701.923076923077,10,2011,Fall,EMP,0.07,0.01
SouthCentral,C9L,Potamocorbula amurensis,0,5,2012,Spring,EMP,0,0
SouthCentral,C9L,Potamocorbula amurensis,0,10,2012,Fall,EMP,0,0
SouthCentral,C9L,Corbicula fluminea,312.5,5,2012,Spring,EMP,17.64,1.71
SouthCentral,C9L,Corbicula fluminea,19.2307692307692,10,2012,Fall,EMP,0.81,0.08
SouthCentral,D16L,Potamocorbula amurensis,0,5,2012,Spring,EMP,0,0
SouthCentral,D16L,Potamocorbula amurensis,0,10,2012,Fall,EMP,0,0
SouthCentral,D16L,Corbicula fluminea,153.846153846154,5,2012,Spring,EMP,2.16,0.17
SouthCentral,D16L,Corbicula fluminea,336.538461538462,10,2012,Fall,EMP,2.16,0.22
Confluence,D24L,Potamocorbula amurensis,0,5,2012,Spring,EMP,0,0
Confluence,D24L,Potamocorbula amurensis,0,10,2012,Fall,EMP,0,0
Confluence,D24L,Corbicula fluminea,3538.46153846154,5,2012,Spring,EMP,144.5,9.58
Confluence,D24L,Corbicula fluminea,2379.80769230769,10,2012,Fall,EMP,129.28,7.01
SouthCentral,D28AL,Potamocorbula amurensis,0,5,2012,Spring,EMP,0,0
SouthCentral,D28AL,Potamocorbula amurensis,0,10,2012,Fall,EMP,0,0
SouthCentral,D28AL,Corbicula fluminea,754.807692307692,5,2012,Spring,EMP,5.87,0.56
SouthCentral,D28AL,Corbicula fluminea,230.769230769231,10,2012,Fall,EMP,2.48,0.25
Confluence,D4L,Potamocorbula amurensis,0,5,2012,Spring,EMP,0,0.19
Confluence,D4L,Potamocorbula amurensis,278.846153846154,10,2012,Fall,EMP,0.02,0
Confluence,D4L,Corbicula fluminea,399.038461538462,5,2012,Spring,EMP,11.2,0.81
Confluence,D4L,Corbicula fluminea,331.730769230769,10,2012,Fall,EMP,11.23,0.81
SouthCentral,P8R,Potamocorbula amurensis,0,5,2012,Spring,EMP,0,0
SouthCentral,P8R,Potamocorbula amurensis,0,10,2012,Fall,EMP,0,0
SouthCentral,P8R,Corbicula fluminea,288.461538461538,5,2012,Spring,EMP,2.63,0.24
SouthCentral,P8R,Corbicula fluminea,105.769230769231,10,2012,Fall,EMP,3.33,0.41
Suisun Bay,D6R,Potamocorbula amurensis,10451.9230769231,5,2012,Spring,EMP,41.26,12.93
Suisun Bay,D6R,Potamocorbula amurensis,4850.96153846154,10,2012,Fall,EMP,6.81,2.36
Suisun Bay,D6R,Corbicula fluminea,0,5,2012,Spring,EMP,0,0
Suisun Bay,D6R,Corbicula fluminea,0,10,2012,Fall,EMP,0,0
Suisun Bay,D7C,Potamocorbula amurensis,879.807692307692,5,2012,Spring,EMP,0.71,0.27
Suisun Bay,D7C,Potamocorbula amurensis,3370.19230769231,10,2012,Fall,EMP,4.7,1.6
Suisun Bay,D7C,Corbicula fluminea,0,5,2012,Spring,EMP,0,0
Suisun Bay,D7C,Corbicula fluminea,0,10,2012,Fall,EMP,0,0
Confluence,D4L,Potamocorbula amurensis,240.384615384615,5,2013,Spring,EMP,NA,NA
Confluence,D4L,Potamocorbula amurensis,2221.15384615385,10,2013,Fall,EMP,NA,NA
Confluence,D4L,Corbicula fluminea,557.692307692308,5,2013,Spring,EMP,14.29,1.15
Confluence,D4L,Corbicula fluminea,855.769230769231,10,2013,Fall,EMP,17.17,1.03
Suisun Bay,D6R,Potamocorbula amurensis,4187.5,5,2013,Spring,EMP,NA,NA
Suisun Bay,D6R,Potamocorbula amurensis,23879.8076923077,10,2013,Fall,EMP,NA,NA
Suisun Bay,D6R,Corbicula fluminea,0,5,2013,Spring,EMP,0,0
Suisun Bay,D6R,Corbicula fluminea,0,10,2013,Fall,EMP,0,0
Suisun Bay,D7C,Potamocorbula amurensis,20889.4230769231,5,2013,Spring,EMP,1.14,0.3
Suisun Bay,D7C,Potamocorbula amurensis,13201.9230769231,10,2013,Fall,EMP,10.7,2.03
Suisun Bay,D7C,Corbicula fluminea,0,5,2013,Spring,EMP,0,0
Suisun Bay,D7C,Corbicula fluminea,0,10,2013,Fall,EMP,0,0
SouthCentral,C9L,Potamocorbula amurensis,0,5,2013,Spring,EMP,0,0
SouthCentral,C9L,Potamocorbula amurensis,0,10,2013,Fall,EMP,0,0
SouthCentral,C9L,Corbicula fluminea,139.423076923077,5,2013,Spring,EMP,7.52,0.82
SouthCentral,C9L,Corbicula fluminea,52.8846153846154,10,2013,Fall,EMP,0.01,0
SouthCentral,D16L,Potamocorbula amurensis,0,5,2013,Spring,EMP,0,0
SouthCentral,D16L,Potamocorbula amurensis,0,10,2013,Fall,EMP,0,0
SouthCentral,D16L,Corbicula fluminea,28.8461538461538,5,2013,Spring,EMP,0.19,0.02
SouthCentral,D16L,Corbicula fluminea,562.5,10,2013,Fall,EMP,0.97,0.07
Confluence,D24L,Potamocorbula amurensis,0,5,2013,Spring,EMP,0,0
Confluence,D24L,Potamocorbula amurensis,4.80769230769231,10,2013,Fall,EMP,NA,NA
Confluence,D24L,Corbicula fluminea,1187.5,5,2013,Spring,EMP,73.65,2.06
Confluence,D24L,Corbicula fluminea,1211.53846153846,10,2013,Fall,EMP,35.63,1.32
SouthCentral,D28AL,Potamocorbula amurensis,0,5,2013,Spring,EMP,0,0
SouthCentral,D28AL,Potamocorbula amurensis,0,10,2013,Fall,EMP,0,0
SouthCentral,D28AL,Corbicula fluminea,1235.57692307692,5,2013,Spring,EMP,2.26,0.25
SouthCentral,D28AL,Corbicula fluminea,33.6538461538462,10,2013,Fall,EMP,0,0
SouthCentral,P8R,Potamocorbula amurensis,0,5,2013,Spring,EMP,0,0
SouthCentral,P8R,Potamocorbula amurensis,0,10,2013,Fall,EMP,0,0
SouthCentral,P8R,Corbicula fluminea,134.615384615385,5,2013,Spring,EMP,0.24,0.02
SouthCentral,P8R,Corbicula fluminea,62.5,10,2013,Fall,EMP,0.02,0
SouthCentral,C9L,Potamocorbula amurensis,0,5,2014,Spring,EMP,0,0
SouthCentral,C9L,Potamocorbula amurensis,0,10,2014,Fall,EMP,0,0
SouthCentral,C9L,Corbicula fluminea,620.192307692308,5,2014,Spring,EMP,1.85,0.17
SouthCentral,C9L,Corbicula fluminea,0,10,2014,Fall,EMP,0,0
SouthCentral,D16L,Potamocorbula amurensis,0,5,2014,Spring,EMP,0,0
SouthCentral,D16L,Potamocorbula amurensis,0,10,2014,Fall,EMP,0,0
SouthCentral,D16L,Corbicula fluminea,134.615384615385,5,2014,Spring,EMP,1.33,0.11
SouthCentral,D16L,Corbicula fluminea,278.846153846154,10,2014,Fall,EMP,2.83,0.28
Confluence,D24L,Potamocorbula amurensis,0,5,2014,Spring,EMP,0,0
Confluence,D24L,Potamocorbula amurensis,0,10,2014,Fall,EMP,0,0
Confluence,D24L,Corbicula fluminea,1302.88461538462,5,2014,Spring,EMP,95.52,4.85
Confluence,D24L,Corbicula fluminea,966.346153846154,10,2014,Fall,EMP,51.79,3.69
SouthCentral,D28AL,Potamocorbula amurensis,0,5,2014,Spring,EMP,0,0
SouthCentral,D28AL,Potamocorbula amurensis,0,10,2014,Fall,EMP,0,0
SouthCentral,D28AL,Corbicula fluminea,581.730769230769,5,2014,Spring,EMP,0.41,0.04
SouthCentral,D28AL,Corbicula fluminea,1658.65384615385,10,2014,Fall,EMP,2.39,0.26
Confluence,D4L,Potamocorbula amurensis,163.461538461538,5,2014,Spring,EMP,0.41,0.16
Confluence,D4L,Potamocorbula amurensis,451.923076923077,10,2014,Fall,EMP,0.27,0.11
Confluence,D4L,Corbicula fluminea,125,5,2014,Spring,EMP,2.94,0.21
Confluence,D4L,Corbicula fluminea,153.846153846154,10,2014,Fall,EMP,3.43,0.33
SouthCentral,P8R,Potamocorbula amurensis,0,5,2014,Spring,EMP,0,0
SouthCentral,P8R,Potamocorbula amurensis,0,10,2014,Fall,EMP,0,0
SouthCentral,P8R,Corbicula fluminea,769.230769230769,5,2014,Spring,EMP,0.21,0.02
SouthCentral,P8R,Corbicula fluminea,33.6538461538462,10,2014,Fall,EMP,0.95,0.12
Suisun Bay,D6R,Potamocorbula amurensis,4408.65384615385,5,2014,Spring,EMP,7.8,2.68
Suisun Bay,D6R,Potamocorbula amurensis,8903.84615384615,10,2014,Fall,EMP,4.4,1.49
Suisun Bay,D6R,Corbicula fluminea,0,5,2014,Spring,EMP,0,0
Suisun Bay,D6R,Corbicula fluminea,0,10,2014,Fall,EMP,0,0
Suisun Bay,D7C,Potamocorbula amurensis,18860.5769230769,5,2014,Spring,EMP,3.27,1.05
Suisun Bay,D7C,Potamocorbula amurensis,17620.1923076923,10,2014,Fall,EMP,8.6,2.71
Suisun Bay,D7C,Corbicula fluminea,0,5,2014,Spring,EMP,0,0
Suisun Bay,D7C,Corbicula fluminea,0,10,2014,Fall,EMP,0,0
Suisun Bay,D6R,Potamocorbula amurensis,5389.42307692308,5,2015,Spring,EMP,7.54,2.55
Suisun Bay,D6R,Potamocorbula amurensis,12610.5769230769,10,2015,Fall,EMP,11.26,3.52
Suisun Bay,D6R,Corbicula fluminea,0,5,2015,Spring,EMP,0,0
Suisun Bay,D6R,Corbicula fluminea,0,10,2015,Fall,EMP,0,0
Suisun Bay,D7C,Potamocorbula amurensis,9682.69230769231,5,2015,Spring,EMP,1.74,0.62
Suisun Bay,D7C,Potamocorbula amurensis,12567.3076923077,10,2015,Fall,EMP,7.21,2.2
Suisun Bay,D7C,Corbicula fluminea,0,5,2015,Spring,EMP,0,0
Suisun Bay,D7C,Corbicula fluminea,0,10,2015,Fall,EMP,0,0
SouthCentral,D16L,Potamocorbula amurensis,0,5,2015,Spring,EMP,0,0
SouthCentral,D16L,Potamocorbula amurensis,4.80769230769231,10,2015,Fall,EMP,NA,NA
SouthCentral,D16L,Corbicula fluminea,96.1538461538462,5,2015,Spring,EMP,0.73,0.06
SouthCentral,D16L,Corbicula fluminea,62.5,10,2015,Fall,EMP,0.75,0.08
Confluence,D24L,Potamocorbula amurensis,0,5,2015,Spring,EMP,0,0
Confluence,D24L,Potamocorbula amurensis,0,10,2015,Fall,EMP,0,0
Confluence,D24L,Corbicula fluminea,1091.34615384615,5,2015,Spring,EMP,52.33,2.69
Confluence,D24L,Corbicula fluminea,956.730769230769,10,2015,Fall,EMP,31.3,2.12
SouthCentral,D28AL,Potamocorbula amurensis,0,5,2015,Spring,EMP,0,0
SouthCentral,D28AL,Potamocorbula amurensis,0,10,2015,Fall,EMP,0,0
SouthCentral,D28AL,Corbicula fluminea,1961.53846153846,5,2015,Spring,EMP,6.17,0.55
SouthCentral,D28AL,Corbicula fluminea,24.0384615384615,10,2015,Fall,EMP,0,0
Confluence,D4L,Potamocorbula amurensis,105.769230769231,5,2015,Spring,EMP,0.11,0.04
Confluence,D4L,Potamocorbula amurensis,927.884615384615,10,2015,Fall,EMP,0.31,0.12
Confluence,D4L,Corbicula fluminea,62.5,5,2015,Spring,EMP,1.82,0.13
Confluence,D4L,Corbicula fluminea,67.3076923076923,10,2015,Fall,EMP,1.34,0.12
SouthCentral,P8R,Potamocorbula amurensis,0,5,2015,Spring,EMP,0,0
SouthCentral,P8R,Potamocorbula amurensis,0,10,2015,Fall,EMP,0,0
SouthCentral,P8R,Corbicula fluminea,735.576923076923,5,2015,Spring,EMP,3.15,0.23
SouthCentral,P8R,Corbicula fluminea,307.692307692308,10,2015,Fall,EMP,7.1,0.78
SouthCentral,C9L,Potamocorbula amurensis,0,5,2015,Spring,EMP,0,0
SouthCentral,C9L,Potamocorbula amurensis,0,10,2015,Fall,EMP,0,0
SouthCentral,C9L,Corbicula fluminea,38.4615384615385,5,2015,Spring,EMP,0,0
SouthCentral,C9L,Corbicula fluminea,4.80769230769231,10,2015,Fall,EMP,0,0
Suisun Bay,D6R,Potamocorbula amurensis,3538.46153846154,5,2016,Spring,EMP,5.51,1.93
Suisun Bay,D6R,Potamocorbula amurensis,8048.07692307692,10,2016,Fall,EMP,8.44,2.79
Suisun Bay,D6R,Potamocorbula amurensis,8048.07692307692,10,2016,Fall,EMP,8.96,2.82
Suisun Bay,D6R,Corbicula fluminea,0,5,2016,Spring,EMP,0,0
Suisun Bay,D6R,Corbicula fluminea,0,10,2016,Fall,EMP,0,0
Suisun Bay,D7C,Potamocorbula amurensis,701.923076923077,5,2016,Spring,EMP,1.08,0.41
Suisun Bay,D7C,Potamocorbula amurensis,6836.53846153846,10,2016,Fall,EMP,9.05,3.06
Suisun Bay,D7C,Potamocorbula amurensis,6836.53846153846,10,2016,Fall,EMP,13.97,4.62
Suisun Bay,D7C,Corbicula fluminea,0,5,2016,Spring,EMP,0,0
Suisun Bay,D7C,Corbicula fluminea,0,10,2016,Fall,EMP,0,0
SouthCentral,C9L,Potamocorbula amurensis,0,5,2016,Spring,EMP,0,0
SouthCentral,C9L,Potamocorbula amurensis,0,10,2016,Fall,EMP,0,0
SouthCentral,C9L,Corbicula fluminea,144.230769230769,5,2016,Spring,EMP,0,0
SouthCentral,C9L,Corbicula fluminea,110.576923076923,10,2016,Fall,EMP,0.01,0
