"","Year","SpeciesID","Region","StationCode","Biomass","Density","Grazing_rate","Latitude","Longitude","Month","Season","Survey"
"52","2008","Corbicula fluminea","SouthCentral","C9-L",NA,"163.461538461538",NA,"37.8271721","-121.5522898","10","Fall","EMP"
"53","2008","Potamocorbula amurensis","SouthCentral","D16-L",NA,"0",NA,"38.093031","-121.6697445","5","Spring","EMP"
"54","2008","Potamocorbula amurensis","SouthCentral","D16-L",NA,"0",NA,"38.093031","-121.6697445","10","Fall","EMP"
"55","2008","Corbicula fluminea","SouthCentral","D16-L",NA,"9.61538461538461",NA,"38.093031","-121.6697445","5","Spring","EMP"
"56","2008","Corbicula fluminea","SouthCentral","D16-L",NA,"38.4615384615385",NA,"38.093031","-121.6697445","10","Fall","EMP"
"57","2008","Potamocorbula amurensis","SouthCentral","D28A-L",NA,"0",NA,"37.9701652","-121.5741188","5","Spring","EMP"
"58","2008","Potamocorbula amurensis","SouthCentral","D28A-L",NA,"0",NA,"37.9701652","-121.5741188","10","Fall","EMP"
"59","2008","Corbicula fluminea","SouthCentral","D28A-L",NA,"783.653846153846",NA,"37.9701652","-121.5741188","5","Spring","EMP"
"60","2008","Corbicula fluminea","SouthCentral","D28A-L",NA,"1115.38461538462",NA,"37.9701652","-121.5741188","10","Fall","EMP"
"61","2008","Potamocorbula amurensis","SouthCentral","P8-R",NA,"0",NA,"37.9778522","-121.3799929","5","Spring","EMP"
"62","2008","Potamocorbula amurensis","SouthCentral","P8-R",NA,"0",NA,"37.9778522","-121.3799929","10","Fall","EMP"
"63","2008","Corbicula fluminea","SouthCentral","P8-R",NA,"326.923076923077",NA,"37.9778522","-121.3799929","5","Spring","EMP"
"64","2008","Corbicula fluminea","SouthCentral","P8-R",NA,"177.884615384615",NA,"37.9778522","-121.3799929","10","Fall","EMP"
"65","2009","Potamocorbula amurensis","Confluence","D24-L",NA,"0",NA,"38.1547193","-121.6814495","5","Spring","EMP"
"66","2009","Potamocorbula amurensis","Confluence","D24-L",NA,"0",NA,"38.1547193","-121.6814495","10","Fall","EMP"
"67","2009","Corbicula fluminea","Confluence","D24-L",NA,"1091.34615384615",NA,"38.1547193","-121.6814495","5","Spring","EMP"
"68","2009","Corbicula fluminea","Confluence","D24-L",NA,"1009.61538461538",NA,"38.1547193","-121.6814495","10","Fall","EMP"
"69","2009","Potamocorbula amurensis","Confluence","D4-L",NA,"168.269230769231",NA,"38.0581151","-121.8193499","5","Spring","EMP"
"70","2009","Potamocorbula amurensis","Confluence","D4-L",NA,"274.038461538462",NA,"38.0581151","-121.8193499","10","Fall","EMP"
"71","2009","Corbicula fluminea","Confluence","D4-L",NA,"682.692307692308",NA,"38.0581151","-121.8193499","5","Spring","EMP"
"72","2009","Corbicula fluminea","Confluence","D4-L",NA,"192.307692307692",NA,"38.0581151","-121.8193499","10","Fall","EMP"
"73","2009","Potamocorbula amurensis","Suisun Bay","D6-R",NA,"4168.26923076923",NA,"38.0577031","-122.1149585","5","Spring","EMP"
"74","2009","Potamocorbula amurensis","Suisun Bay","D6-R",NA,"19798.0769230769",NA,"38.0577031","-122.1149585","10","Fall","EMP"
"75","2009","Corbicula fluminea","Suisun Bay","D6-R",NA,"0",NA,"38.0577031","-122.1149585","5","Spring","EMP"
"76","2009","Corbicula fluminea","Suisun Bay","D6-R",NA,"0",NA,"38.0577031","-122.1149585","10","Fall","EMP"
"77","2009","Potamocorbula amurensis","Suisun Bay","D7-C",NA,"725.961538461538",NA,"38.1171292","-122.0395539","5","Spring","EMP"
"78","2009","Potamocorbula amurensis","Suisun Bay","D7-C",NA,"14471.1538461538",NA,"38.1171292","-122.0395539","10","Fall","EMP"
"79","2009","Corbicula fluminea","Suisun Bay","D7-C",NA,"0",NA,"38.1171292","-122.0395539","5","Spring","EMP"
"80","2009","Corbicula fluminea","Suisun Bay","D7-C",NA,"0",NA,"38.1171292","-122.0395539","10","Fall","EMP"
"81","2009","Potamocorbula amurensis","SouthCentral","C9-L",NA,"0",NA,"37.8271721","-121.5522898","5","Spring","EMP"
"82","2009","Potamocorbula amurensis","SouthCentral","C9-L",NA,"0",NA,"37.8271721","-121.5522898","10","Fall","EMP"
"83","2009","Corbicula fluminea","SouthCentral","C9-L",NA,"76.9230769230769",NA,"37.8271721","-121.5522898","5","Spring","EMP"
"84","2009","Corbicula fluminea","SouthCentral","C9-L",NA,"187.5",NA,"37.8271721","-121.5522898","10","Fall","EMP"
"85","2009","Potamocorbula amurensis","SouthCentral","D16-L",NA,"0",NA,"38.093031","-121.6697445","5","Spring","EMP"
"86","2009","Potamocorbula amurensis","SouthCentral","D16-L",NA,"0",NA,"38.093031","-121.6697445","10","Fall","EMP"
"87","2009","Corbicula fluminea","SouthCentral","D16-L",NA,"28.8461538461538",NA,"38.093031","-121.6697445","5","Spring","EMP"
"88","2009","Corbicula fluminea","SouthCentral","D16-L",NA,"1552.88461538462",NA,"38.093031","-121.6697445","10","Fall","EMP"
"89","2009","Potamocorbula amurensis","SouthCentral","D28A-L",NA,"0",NA,"37.9701652","-121.5741188","5","Spring","EMP"
"90","2009","Potamocorbula amurensis","SouthCentral","D28A-L",NA,"0",NA,"37.9701652","-121.5741188","10","Fall","EMP"
"91","2009","Corbicula fluminea","SouthCentral","D28A-L",NA,"490.384615384615",NA,"37.9701652","-121.5741188","5","Spring","EMP"
"92","2009","Corbicula fluminea","SouthCentral","D28A-L",NA,"1322.11538461538",NA,"37.9701652","-121.5741188","10","Fall","EMP"
"93","2009","Potamocorbula amurensis","SouthCentral","P8-R",NA,"0",NA,"37.9778522","-121.3799929","5","Spring","EMP"
"94","2009","Potamocorbula amurensis","SouthCentral","P8-R",NA,"0",NA,"37.9778522","-121.3799929","10","Fall","EMP"
"95","2009","Corbicula fluminea","SouthCentral","P8-R",NA,"788.461538461538",NA,"37.9778522","-121.3799929","5","Spring","EMP"
"96","2009","Corbicula fluminea","SouthCentral","P8-R",NA,"269.230769230769",NA,"37.9778522","-121.3799929","10","Fall","EMP"
"97","2010","Potamocorbula amurensis","SouthCentral","C9-L",NA,"0",NA,"37.8271721","-121.5522898","5","Spring","EMP"
"98","2010","Potamocorbula amurensis","SouthCentral","C9-L",NA,"0",NA,"37.8271721","-121.5522898","10","Fall","EMP"
"99","2010","Corbicula fluminea","SouthCentral","C9-L",NA,"153.846153846154",NA,"37.8271721","-121.5522898","5","Spring","EMP"
"100","2010","Corbicula fluminea","SouthCentral","C9-L",NA,"312.5",NA,"37.8271721","-121.5522898","10","Fall","EMP"
"101","2010","Potamocorbula amurensis","SouthCentral","D16-L",NA,"0",NA,"38.093031","-121.6697445","5","Spring","EMP"
"102","2010","Potamocorbula amurensis","SouthCentral","D16-L",NA,"0",NA,"38.093031","-121.6697445","10","Fall","EMP"
"103","2010","Corbicula fluminea","SouthCentral","D16-L",NA,"365.384615384615",NA,"38.093031","-121.6697445","5","Spring","EMP"
"104","2010","Corbicula fluminea","SouthCentral","D16-L",NA,"81.7307692307692",NA,"38.093031","-121.6697445","10","Fall","EMP"
"105","2010","Potamocorbula amurensis","Confluence","D24-L",NA,"0",NA,"38.1547193","-121.6814495","5","Spring","EMP"
"106","2010","Potamocorbula amurensis","Confluence","D24-L",NA,"0",NA,"38.1547193","-121.6814495","10","Fall","EMP"
"107","2010","Corbicula fluminea","Confluence","D24-L",NA,"1158.65384615385",NA,"38.1547193","-121.6814495","5","Spring","EMP"
"108","2010","Corbicula fluminea","Confluence","D24-L",NA,"1288.46153846154",NA,"38.1547193","-121.6814495","10","Fall","EMP"
"109","2010","Potamocorbula amurensis","SouthCentral","D28A-L",NA,"0",NA,"37.9701652","-121.5741188","5","Spring","EMP"
"110","2010","Potamocorbula amurensis","SouthCentral","D28A-L",NA,"0",NA,"37.9701652","-121.5741188","10","Fall","EMP"
"111","2010","Corbicula fluminea","SouthCentral","D28A-L",NA,"1293.26923076923",NA,"37.9701652","-121.5741188","5","Spring","EMP"
"112","2010","Corbicula fluminea","SouthCentral","D28A-L",NA,"211.538461538462",NA,"37.9701652","-121.5741188","10","Fall","EMP"
"113","2010","Potamocorbula amurensis","Confluence","D4-L",NA,"274.038461538462",NA,"38.0581151","-121.8193499","5","Spring","EMP"
"114","2010","Potamocorbula amurensis","Confluence","D4-L",NA,"639.423076923077",NA,"38.0581151","-121.8193499","10","Fall","EMP"
"115","2010","Corbicula fluminea","Confluence","D4-L",NA,"966.346153846154",NA,"38.0581151","-121.8193499","5","Spring","EMP"
"116","2010","Corbicula fluminea","Confluence","D4-L",NA,"245.192307692308",NA,"38.0581151","-121.8193499","10","Fall","EMP"
"117","2010","Potamocorbula amurensis","SouthCentral","P8-R",NA,"0",NA,"37.9778522","-121.3799929","5","Spring","EMP"
"118","2010","Potamocorbula amurensis","SouthCentral","P8-R",NA,"0",NA,"37.9778522","-121.3799929","10","Fall","EMP"
"119","2010","Corbicula fluminea","SouthCentral","P8-R",NA,"245.192307692308",NA,"37.9778522","-121.3799929","5","Spring","EMP"
"120","2010","Corbicula fluminea","SouthCentral","P8-R",NA,"149.038461538462",NA,"37.9778522","-121.3799929","10","Fall","EMP"
"121","2010","Potamocorbula amurensis","Suisun Bay","D6-R",NA,"5298.07692307692",NA,"38.0577031","-122.1149585","5","Spring","EMP"
"122","2010","Potamocorbula amurensis","Suisun Bay","D6-R",NA,"12298.0769230769",NA,"38.0577031","-122.1149585","10","Fall","EMP"
"123","2010","Corbicula fluminea","Suisun Bay","D6-R",NA,"0",NA,"38.0577031","-122.1149585","5","Spring","EMP"
"124","2010","Corbicula fluminea","Suisun Bay","D6-R",NA,"0",NA,"38.0577031","-122.1149585","10","Fall","EMP"
"125","2010","Potamocorbula amurensis","Suisun Bay","D7-C",NA,"6620.19230769231",NA,"38.1171292","-122.0395539","5","Spring","EMP"
"126","2010","Potamocorbula amurensis","Suisun Bay","D7-C",NA,"6274.03846153846",NA,"38.1171292","-122.0395539","10","Fall","EMP"
"127","2010","Corbicula fluminea","Suisun Bay","D7-C",NA,"0",NA,"38.1171292","-122.0395539","5","Spring","EMP"
"128","2010","Corbicula fluminea","Suisun Bay","D7-C",NA,"0",NA,"38.1171292","-122.0395539","10","Fall","EMP"
"129","2011","Potamocorbula amurensis","Confluence","D4-L",NA,"264.423076923077",NA,"38.0581151","-121.8193499","5","Spring","EMP"
"130","2011","Potamocorbula amurensis","Confluence","D4-L",NA,"0",NA,"38.0581151","-121.8193499","10","Fall","EMP"
"131","2011","Corbicula fluminea","Confluence","D4-L",NA,"1240.38461538462",NA,"38.0581151","-121.8193499","5","Spring","EMP"
"132","2011","Corbicula fluminea","Confluence","D4-L",NA,"355.769230769231",NA,"38.0581151","-121.8193499","10","Fall","EMP"
"133","2011","Potamocorbula amurensis","Suisun Bay","D6-R",NA,"2769.23076923077",NA,"38.0577031","-122.1149585","5","Spring","EMP"
"134","2011","Potamocorbula amurensis","Suisun Bay","D6-R",NA,"4120.19230769231",NA,"38.0577031","-122.1149585","10","Fall","EMP"
"135","2011","Corbicula fluminea","Suisun Bay","D6-R",NA,"0",NA,"38.0577031","-122.1149585","5","Spring","EMP"
"136","2011","Corbicula fluminea","Suisun Bay","D6-R",NA,"0",NA,"38.0577031","-122.1149585","10","Fall","EMP"
"137","2011","Potamocorbula amurensis","Suisun Bay","D7-C",NA,"317.307692307692",NA,"38.1171292","-122.0395539","5","Spring","EMP"
"138","2011","Potamocorbula amurensis","Suisun Bay","D7-C",NA,"5725.96153846154",NA,"38.1171292","-122.0395539","10","Fall","EMP"
"139","2011","Corbicula fluminea","Suisun Bay","D7-C",NA,"0",NA,"38.1171292","-122.0395539","5","Spring","EMP"
"140","2011","Corbicula fluminea","Suisun Bay","D7-C",NA,"9.61538461538461",NA,"38.1171292","-122.0395539","10","Fall","EMP"
"141","2011","Potamocorbula amurensis","SouthCentral","C9-L",NA,"0",NA,"37.8271721","-121.5522898","5","Spring","EMP"
"142","2011","Potamocorbula amurensis","SouthCentral","C9-L",NA,"0",NA,"37.8271721","-121.5522898","10","Fall","EMP"
"143","2011","Corbicula fluminea","SouthCentral","C9-L",NA,"259.615384615385",NA,"37.8271721","-121.5522898","5","Spring","EMP"
"144","2011","Corbicula fluminea","SouthCentral","C9-L",NA,"278.846153846154",NA,"37.8271721","-121.5522898","10","Fall","EMP"
"145","2011","Potamocorbula amurensis","SouthCentral","D16-L",NA,"0",NA,"38.093031","-121.6697445","5","Spring","EMP"
"146","2011","Potamocorbula amurensis","SouthCentral","D16-L",NA,"0",NA,"38.093031","-121.6697445","10","Fall","EMP"
"147","2011","Corbicula fluminea","SouthCentral","D16-L",NA,"567.307692307692",NA,"38.093031","-121.6697445","5","Spring","EMP"
"148","2011","Corbicula fluminea","SouthCentral","D16-L",NA,"966.346153846154",NA,"38.093031","-121.6697445","10","Fall","EMP"
"149","2011","Potamocorbula amurensis","Confluence","D24-L",NA,"0",NA,"38.1547193","-121.6814495","5","Spring","EMP"
"150","2011","Potamocorbula amurensis","Confluence","D24-L",NA,"0",NA,"38.1547193","-121.6814495","10","Fall","EMP"
"151","2011","Corbicula fluminea","Confluence","D24-L",NA,"1884.61538461538",NA,"38.1547193","-121.6814495","5","Spring","EMP"
"152","2011","Corbicula fluminea","Confluence","D24-L",NA,"2187.5",NA,"38.1547193","-121.6814495","10","Fall","EMP"
"153","2011","Potamocorbula amurensis","SouthCentral","D28A-L",NA,"0",NA,"37.9701652","-121.5741188","5","Spring","EMP"
"154","2011","Potamocorbula amurensis","SouthCentral","D28A-L",NA,"0",NA,"37.9701652","-121.5741188","10","Fall","EMP"
"155","2011","Corbicula fluminea","SouthCentral","D28A-L",NA,"644.230769230769",NA,"37.9701652","-121.5741188","5","Spring","EMP"
"156","2011","Corbicula fluminea","SouthCentral","D28A-L",NA,"1865.38461538462",NA,"37.9701652","-121.5741188","10","Fall","EMP"
"157","2011","Potamocorbula amurensis","SouthCentral","P8-R",NA,"0",NA,"37.9778522","-121.3799929","5","Spring","EMP"
"158","2011","Potamocorbula amurensis","SouthCentral","P8-R",NA,"0",NA,"37.9778522","-121.3799929","10","Fall","EMP"
"159","2011","Corbicula fluminea","SouthCentral","P8-R",NA,"514.423076923077",NA,"37.9778522","-121.3799929","5","Spring","EMP"
"160","2011","Corbicula fluminea","SouthCentral","P8-R",NA,"701.923076923077",NA,"37.9778522","-121.3799929","10","Fall","EMP"
"161","2012","Potamocorbula amurensis","SouthCentral","C9-L",NA,"0",NA,"37.8271721","-121.5522898","5","Spring","EMP"
"162","2012","Potamocorbula amurensis","SouthCentral","C9-L",NA,"0",NA,"37.8271721","-121.5522898","10","Fall","EMP"
"163","2012","Corbicula fluminea","SouthCentral","C9-L",NA,"312.5",NA,"37.8271721","-121.5522898","5","Spring","EMP"
"164","2012","Corbicula fluminea","SouthCentral","C9-L",NA,"19.2307692307692",NA,"37.8271721","-121.5522898","10","Fall","EMP"
"165","2012","Potamocorbula amurensis","SouthCentral","D16-L",NA,"0",NA,"38.093031","-121.6697445","5","Spring","EMP"
"166","2012","Potamocorbula amurensis","SouthCentral","D16-L",NA,"0",NA,"38.093031","-121.6697445","10","Fall","EMP"
"167","2012","Corbicula fluminea","SouthCentral","D16-L",NA,"153.846153846154",NA,"38.093031","-121.6697445","5","Spring","EMP"
"168","2012","Corbicula fluminea","SouthCentral","D16-L",NA,"336.538461538462",NA,"38.093031","-121.6697445","10","Fall","EMP"
"169","2012","Potamocorbula amurensis","Confluence","D24-L",NA,"0",NA,"38.1547193","-121.6814495","5","Spring","EMP"
"170","2012","Potamocorbula amurensis","Confluence","D24-L",NA,"0",NA,"38.1547193","-121.6814495","10","Fall","EMP"
"171","2012","Corbicula fluminea","Confluence","D24-L",NA,"3538.46153846154",NA,"38.1547193","-121.6814495","5","Spring","EMP"
"172","2012","Corbicula fluminea","Confluence","D24-L",NA,"2379.80769230769",NA,"38.1547193","-121.6814495","10","Fall","EMP"
"173","2012","Potamocorbula amurensis","SouthCentral","D28A-L",NA,"0",NA,"37.9701652","-121.5741188","5","Spring","EMP"
"174","2012","Potamocorbula amurensis","SouthCentral","D28A-L",NA,"0",NA,"37.9701652","-121.5741188","10","Fall","EMP"
"175","2012","Corbicula fluminea","SouthCentral","D28A-L",NA,"754.807692307692",NA,"37.9701652","-121.5741188","5","Spring","EMP"
"176","2012","Corbicula fluminea","SouthCentral","D28A-L",NA,"230.769230769231",NA,"37.9701652","-121.5741188","10","Fall","EMP"
"177","2012","Potamocorbula amurensis","Confluence","D4-L",NA,"0",NA,"38.0581151","-121.8193499","5","Spring","EMP"
"178","2012","Potamocorbula amurensis","Confluence","D4-L",NA,"278.846153846154",NA,"38.0581151","-121.8193499","10","Fall","EMP"
"179","2012","Corbicula fluminea","Confluence","D4-L",NA,"399.038461538462",NA,"38.0581151","-121.8193499","5","Spring","EMP"
"180","2012","Corbicula fluminea","Confluence","D4-L",NA,"331.730769230769",NA,"38.0581151","-121.8193499","10","Fall","EMP"
"181","2012","Potamocorbula amurensis","SouthCentral","P8-R",NA,"0",NA,"37.9778522","-121.3799929","5","Spring","EMP"
"182","2012","Potamocorbula amurensis","SouthCentral","P8-R",NA,"0",NA,"37.9778522","-121.3799929","10","Fall","EMP"
"183","2012","Corbicula fluminea","SouthCentral","P8-R",NA,"288.461538461538",NA,"37.9778522","-121.3799929","5","Spring","EMP"
"184","2012","Corbicula fluminea","SouthCentral","P8-R",NA,"105.769230769231",NA,"37.9778522","-121.3799929","10","Fall","EMP"
"185","2012","Potamocorbula amurensis","Suisun Bay","D6-R",NA,"10451.9230769231",NA,"38.0577031","-122.1149585","5","Spring","EMP"
"186","2012","Potamocorbula amurensis","Suisun Bay","D6-R",NA,"4850.96153846154",NA,"38.0577031","-122.1149585","10","Fall","EMP"
"187","2012","Corbicula fluminea","Suisun Bay","D6-R",NA,"0",NA,"38.0577031","-122.1149585","5","Spring","EMP"
"188","2012","Corbicula fluminea","Suisun Bay","D6-R",NA,"0",NA,"38.0577031","-122.1149585","10","Fall","EMP"
"189","2012","Potamocorbula amurensis","Suisun Bay","D7-C",NA,"879.807692307692",NA,"38.1171292","-122.0395539","5","Spring","EMP"
"190","2012","Potamocorbula amurensis","Suisun Bay","D7-C",NA,"3370.19230769231",NA,"38.1171292","-122.0395539","10","Fall","EMP"
"191","2012","Corbicula fluminea","Suisun Bay","D7-C",NA,"0",NA,"38.1171292","-122.0395539","5","Spring","EMP"
"192","2012","Corbicula fluminea","Suisun Bay","D7-C",NA,"0",NA,"38.1171292","-122.0395539","10","Fall","EMP"
"193","2013","Potamocorbula amurensis","Confluence","D4-L",NA,"240.384615384615",NA,"38.0581151","-121.8193499","5","Spring","EMP"
"194","2013","Potamocorbula amurensis","Confluence","D4-L",NA,"2221.15384615385",NA,"38.0581151","-121.8193499","10","Fall","EMP"
"195","2013","Corbicula fluminea","Confluence","D4-L",NA,"557.692307692308",NA,"38.0581151","-121.8193499","5","Spring","EMP"
"196","2013","Corbicula fluminea","Confluence","D4-L",NA,"855.769230769231",NA,"38.0581151","-121.8193499","10","Fall","EMP"
"197","2013","Potamocorbula amurensis","Suisun Bay","D6-R",NA,"4187.5",NA,"38.0577031","-122.1149585","5","Spring","EMP"
"198","2013","Potamocorbula amurensis","Suisun Bay","D6-R",NA,"23879.8076923077",NA,"38.0577031","-122.1149585","10","Fall","EMP"
"199","2013","Corbicula fluminea","Suisun Bay","D6-R",NA,"0",NA,"38.0577031","-122.1149585","5","Spring","EMP"
"200","2013","Corbicula fluminea","Suisun Bay","D6-R",NA,"0",NA,"38.0577031","-122.1149585","10","Fall","EMP"
"201","2013","Potamocorbula amurensis","Suisun Bay","D7-C",NA,"20889.4230769231",NA,"38.1171292","-122.0395539","5","Spring","EMP"
"202","2013","Potamocorbula amurensis","Suisun Bay","D7-C",NA,"13201.9230769231",NA,"38.1171292","-122.0395539","10","Fall","EMP"
"203","2013","Corbicula fluminea","Suisun Bay","D7-C",NA,"0",NA,"38.1171292","-122.0395539","5","Spring","EMP"
"204","2013","Corbicula fluminea","Suisun Bay","D7-C",NA,"0",NA,"38.1171292","-122.0395539","10","Fall","EMP"
"205","2013","Potamocorbula amurensis","SouthCentral","C9-L",NA,"0",NA,"37.8271721","-121.5522898","5","Spring","EMP"
"206","2013","Potamocorbula amurensis","SouthCentral","C9-L",NA,"0",NA,"37.8271721","-121.5522898","10","Fall","EMP"
"207","2013","Corbicula fluminea","SouthCentral","C9-L",NA,"139.423076923077",NA,"37.8271721","-121.5522898","5","Spring","EMP"
"208","2013","Corbicula fluminea","SouthCentral","C9-L",NA,"52.8846153846154",NA,"37.8271721","-121.5522898","10","Fall","EMP"
"209","2013","Potamocorbula amurensis","SouthCentral","D16-L",NA,"0",NA,"38.093031","-121.6697445","5","Spring","EMP"
"210","2013","Potamocorbula amurensis","SouthCentral","D16-L",NA,"0",NA,"38.093031","-121.6697445","10","Fall","EMP"
"211","2013","Corbicula fluminea","SouthCentral","D16-L",NA,"28.8461538461538",NA,"38.093031","-121.6697445","5","Spring","EMP"
